3q-conflict,LX,34,5,2,0.0,34,5,2,0.0,0,Q1,Q2,Q3,
3q-conflict,LD,34,5,2,0.0,34,5,2,0.0,0,Q1,Q2,Q3,
3q-conflict,DEG,34,5,2,0.0,34,5,2,0.0,0,Q1,Q2,Q3,
3q-conflict,DD,34,5,2,1.0,34,5,2,1.0,0,Q1,Q2,Q3,
3q-intension,LX,34,5,2,4.0,34,5,2,4.0,0,V0,V1,V2,
3q-intension,LD,34,5,2,3.0,34,5,2,3.0,0,V0,V1,V2,
3q-intension,DEG,34,5,2,3.0,34,5,2,3.0,0,V0,V1,V2,
3q-intension,DD,34,5,2,4.0,34,5,2,4.0,0,V0,V1,V2,
zebra-intension-binary,DD,1363,35,2,15.0,1105667,42430,14349,2312.0,1188,V0,V6,V1,V2,V3,V4,V5,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,
zebra-supports,LX,1807,25,0,8.0,3612,58,1,44.0,10,Chesterfield,England,Japan,Kool,LuckyStripe,Norway,OldGold,Parliment,Spain,Ukrane,blue,coffee,dog,fox,green,horse,ivory,milk,oj,red,snail,tea,water,yellow,zebra,
zebra-supports,LD,1807,25,0,12.0,3612,58,1,80.0,10,Norway,England,Japan,Spain,Ukrane,blue,red,green,yellow,ivory,coffee,tea,oj,milk,water,horse,snail,zebra,fox,dog,Chesterfield,Parliment,LuckyStripe,Kool,OldGold,
zebra-supports,DEG,1807,25,0,8.0,3612,58,1,44.0,10,milk,water,zebra,Norway,England,Japan,Spain,Ukrane,blue,red,yellow,ivory,coffee,tea,oj,horse,snail,fox,dog,Chesterfield,Parliment,LuckyStripe,OldGold,green,Kool,
zebra-supports,DD,1807,25,0,8.0,3612,58,1,45.0,10,green,Kool,Norway,England,Japan,Spain,Ukrane,blue,red,yellow,ivory,coffee,tea,oj,milk,water,horse,snail,zebra,fox,dog,Chesterfield,Parliment,LuckyStripe,OldGold,

3q-conflict,dLX,34,5,2,1.0,34,5,2,1.0,0,Q1,Q2,Q3,
3q-conflict,dLD,34,5,2,2.0,34,5,2,2.0,0,Q1,Q2,Q3,
3q-conflict,dDEG,30,5,2,4.0,30,5,2,4.0,0,Q1,Q2,Q3,
3q-conflict,dDD,34,5,2,2.0,34,5,2,2.0,0,Q1,Q2,Q3,
3q-intension,dLX,34,5,2,3.0,34,5,2,3.0,0,V0,V1,V2,
3q-intension,dLD,34,5,2,8.0,34,5,2,8.0,0,V0,V1,V2,
3q-intension,dDEG,30,5,2,6.0,30,5,2,6.0,0,V0,V1,V2,
3q-intension,dDD,34,5,2,5.0,34,5,2,5.0,0,V0,V1,V2,
4q-conflicts,dLX,76,8,2,2.0,152,16,10,34.0,2,V0,V1,V2,V3,
4q-conflicts,dLD,76,8,2,4.0,152,16,10,37.0,2,V0,V1,V2,V3,
4q-conflicts,dDEG,64,8,2,3.0,94,12,4,30.0,1,V0,V1,V3,V2,
4q-conflicts,dDD,76,8,2,3.0,152,16,10,38.0,2,V0,V1,V2,V3,
4q-supports,dLX,48,4,0,0.0,96,14,1,34.0,8,V0,V1,V2,V3,
4q-supports,dLD,48,4,0,3.0,96,14,1,32.0,8,V0,V1,V2,V3,
4q-supports,dDEG,48,4,0,3.0,96,14,1,33.0,8,V0,V2,V3,V1,
4q-supports,dDD,48,4,0,2.0,96,14,1,34.0,8,V0,V1,V2,V3,
5q-intension,dLX,68,5,0,8.0,564,53,29,54.0,10,V0,V1,V2,V3,V4,
5q-intension,dLD,68,5,0,7.0,564,53,29,53.0,10,V0,V1,V2,V3,V4,
5q-intension,dDEG,90,8,1,10.0,276,28,1524899686,3600001.0,2,V0,V1,V4,V3,V2,
5q-intension,dDD,68,5,0,11.0,564,53,29,54.0,10,V0,V1,V2,V3,V4,
6q-conflicts,dLX,442,26,11,3.0,1924,129,78,44.0,4,Q1,Q2,Q3,Q4,Q5,Q6,
6q-conflicts,dLD,442,25,11,7.0,504,30,1690601883,3600001.0,1,Q1,Q2,Q6,Q4,Q3,Q5,
6q-conflicts,dDEG,386,26,9,6.0,504,39,-428114981,3600006.0,1,Q1,Q2,Q6,Q5,Q3,Q4,
6q-conflicts,dDD,442,26,11,11.0,1924,129,78,69.0,4,Q1,Q2,Q3,Q4,Q5,Q6,
6q-intension,dLX,442,26,11,34.0,1924,129,78,101.0,4,V0,V1,V2,V3,V4,V5,
6q-intension,dLD,442,25,11,35.0,504,30,188446852,3600004.0,1,V0,V1,V5,V3,V2,V4,
6q-intension,dDEG,386,26,9,36.0,504,39,-1706151627,3600017.0,1,V0,V1,V5,V4,V2,V3,
6q-intension,dDD,442,26,11,43.0,1924,129,78,126.0,4,V0,V1,V2,V3,V4,V5,
Instance0,dLX,869066,19535,6569,696.0,1286415,29074,9714,1240.0,6,V0,V1,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V2,V3,V4,V5,V6,V7,V8,V9,
Instance0,dLD,2647,33,777905749,3600001.0,2647,33,777905749,3600001.0,0,V0,V14,V8,V4,V2,V18,V12,V5,V13,V9,V10,V11,V7,V3,V1,V15,V16,V17,V6,V19,
Instance0,dDEG,2441,44,-1486641765,3600001.0,2441,44,-1486641765,3600001.0,0,V0,V19,V7,V18,V5,V4,V3,V6,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V1,V2,
Instance0,dDD,2244,34,9,22.0,2788,63,1253756091,3600001.0,3,V0,V4,V8,V5,V12,V1,V2,V13,V14,V9,V16,V18,V17,V15,V11,V3,V6,V7,V10,V19,
orderchain,dLX,148,15,4,2.0,148,15,7,47.0,1,V1,V2,V3,V4,
orderchain,dLD,148,15,4,3.0,148,15,7,44.0,1,V1,V2,V3,V4,
orderchain,dDEG,78,15,1321817913,3600001.0,78,15,1321817913,3600001.0,0,V1,V3,V2,V4,
orderchain,dDD,148,15,4,4.0,148,15,7,34.0,1,V1,V2,V3,V4,
ColAustralia-conflicts,dLX,71,7,0,0.0,414,48,24,35.0,6,NSW,NT,Q,SA,T,V,WA,
ColAustralia-conflicts,dLD,77,7,0,4.0,95,11,1,59.0,3,NSW,Q,SA,NT,V,WA,T,
ColAustralia-conflicts,dDEG,124,15,7,3.0,124,15,7,3.0,0,NSW,T,NT,Q,WA,SA,V,
ColAustralia-conflicts,dDD,69,7,0,2.0,174,19,7,31.0,2,NSW,SA,NT,Q,T,V,WA,
ColAustralia-intension,dLX,71,7,0,2.0,414,48,24,36.0,6,NewSouthWales,NorthernTerritory,Queensland,SouthAustralia,Tasmania,Victoria,WesternAustralia,
ColAustralia-intension,dLD,77,7,0,4.0,95,11,1,31.0,3,NewSouthWales,Queensland,SouthAustralia,NorthernTerritory,Victoria,WesternAustralia,Tasmania,
ColAustralia-intension,dDEG,124,15,7,5.0,124,15,7,5.0,0,NewSouthWales,Tasmania,NorthernTerritory,Queensland,WesternAustralia,SouthAustralia,Victoria,
ColAustralia-intension,dDD,69,7,0,4.0,174,19,7,24.0,2,NewSouthWales,SouthAustralia,NorthernTerritory,Queensland,Tasmania,Victoria,WesternAustralia,
mutexK4,dLX,17,4,0,0.0,34,8,2,36.0,2,V1,V2,V3,V4,
mutexK4,dLD,17,4,0,2.0,34,8,2,33.0,2,V1,V2,V3,V4,
mutexK4,dDEG,17,4,0,1.0,19,5,2,32.0,1,V1,V4,V2,V3,
mutexK4,dDD,17,4,0,3.0,34,8,2,47.0,2,V1,V2,V3,V4,
zebra,dLX,1561,25,0,7.0,29204,1914,411,80.0,240,Chesterfield,England,Japan,Kool,LuckyStripe,Norway,OldGold,Parliment,Spain,Ukrane,blue,coffee,dog,fox,green,horse,ivory,milk,oj,red,snail,tea,water,yellow,zebra,
zebra,dLD,1709,25,0,15.0,7016,690,411,77.0,240,Norway,England,Japan,Spain,Ukrane,blue,red,green,yellow,ivory,coffee,tea,oj,milk,water,horse,snail,zebra,fox,dog,Chesterfield,Parliment,LuckyStripe,Kool,OldGold,
zebra,dDEG,1388,25,0,11.0,2011355782,1576580097,1891895992,3600001.0,630631991,Norway,ivory,England,water,milk,dog,yellow,green,red,blue,oj,coffee,Chesterfield,OldGold,Parliment,tea,Spain,Japan,Ukrane,LuckyStripe,horse,Kool,fox,snail,zebra,
zebra,dDD,1490,25,0,9.0,4193,254,-1813584616,3600001.0,33,Norway,England,Japan,Spain,Ukrane,horse,green,snail,yellow,coffee,Chesterfield,Parliment,LuckyStripe,oj,tea,water,blue,fox,Kool,zebra,ivory,milk,red,dog,OldGold,
zebra-intension-binary,dLX,15366,636,131,162.0,2466464,107116,22057,6394.0,631,V0,V1,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V2,V20,V21,V22,V23,V24,V3,V4,V5,V6,V7,V8,V9,
zebra-intension-binary,dLD,1598,29,-2124766804,3600001.0,1598,29,-2124766804,3600001.0,0,V0,V23,V2,V6,V19,V3,V14,V4,V1,V10,V11,V15,V12,V13,V5,V22,V16,V17,V18,V9,V7,V8,V21,V20,V24,
zebra-intension-binary,dDEG,1637,42,2138551431,3600001.0,1637,42,2138551431,3600001.0,0,V0,V4,V14,V2,V3,V1,V5,V19,V18,V24,V12,V21,V22,V20,V10,V11,V23,V13,V15,V16,V9,V6,V7,V17,V8,
zebra-intension-binary,dDD,1444,34,1,23.0,1871,61,1332270860,3600001.0,4,V0,V1,V10,V3,V5,V12,V6,V7,V18,V22,V20,V11,V15,V13,V23,V2,V19,V21,V9,V17,V8,V4,V14,V16,V24,
zebra-supports,dLX,1807,25,0,6.0,3612,58,1,38.0,10,Chesterfield,England,Japan,Kool,LuckyStripe,Norway,OldGold,Parliment,Spain,Ukrane,blue,coffee,dog,fox,green,horse,ivory,milk,oj,red,snail,tea,water,yellow,zebra,
zebra-supports,dLD,1807,25,0,10.0,3612,58,1,51.0,10,Norway,England,Japan,Spain,Ukrane,blue,red,green,yellow,ivory,coffee,tea,oj,milk,water,horse,snail,zebra,fox,dog,Chesterfield,Parliment,LuckyStripe,Kool,OldGold,
zebra-supports,dDEG,1807,25,0,11.0,3612,58,1,47.0,10,Norway,green,ivory,tea,water,milk,oj,coffee,dog,blue,Parliment,Japan,Spain,Kool,yellow,red,Ukrane,England,horse,zebra,fox,snail,LuckyStripe,Chesterfield,OldGold,
zebra-supports,dDD,1807,25,0,14.0,3612,58,1,50.0,10,Norway,horse,Chesterfield,blue,red,green,coffee,snail,Japan,Ukrane,tea,oj,Parliment,zebra,yellow,LuckyStripe,Spain,milk,fox,Kool,water,ivory,England,dog,OldGold,
