Instance0,1950,300.0,0,0,0,0
Instance1,1919,54.0,0,0,0,0
Instance3,1929,87.0,0,0,0,0
Instance5,1950,98.0,0,0,0,0
Instance7,1947,43.0,0,0,0,0
Instance9,1944,43.0,0,0,0,0
Instance11,1940,42.0,0,0,0,0
Instance13,1915,58.0,0,0,0,0
Instance15,1942,35.0,0,0,0,0
Instance17,1978,63.0,0,0,0,0
Instance21,1937,67.0,0,0,0,0
Instance23,1929,52.0,0,0,0,0
Instance26,1967,33.0,0,0,0,0
Instance28,1961,41.0,0,0,0,0
Instance30,1969,35.0,0,0,0,0
Instance32,1963,43.0,0,0,0,0
Instance34,1939,28.0,0,0,0,0
Instance36,1917,34.0,0,0,0,0
Instance38,1913,42.0,0,0,0,0
Instance40,1948,37.0,0,0,0,0
Instance42,1961,60.0,0,0,0,0
Instance44,1934,34.0,0,0,0,0
Instance46,1928,46.0,0,0,0,0
Instance48,1943,45.0,0,0,0,0
Instance50,1978,30.0,0,0,0,0
Instance52,1951,28.0,0,0,0,0
Instance54,1948,41.0,0,0,0,0
Instance56,1923,29.0,0,0,0,0
Instance58,1960,29.0,0,0,0,0
Instance60,1891,26.0,0,0,0,0
Instance62,1932,83.0,0,0,0,0
Instance64,1959,54.0,0,0,0,0
Instance66,1920,224.0,0,0,0,0
Instance68,1924,36.0,0,0,0,0
Instance70,1938,32.0,0,0,0,0
Instance72,1926,43.0,0,0,0,0
Instance74,1946,39.0,0,0,0,0
Instance76,1934,49.0,0,0,0,0
Instance78,1953,39.0,0,0,0,0
Instance80,1936,38.0,0,0,0,0
Instance82,2003,45.0,0,0,0,0
Instance84,1951,26.0,0,0,0,0
Instance86,1940,26.0,0,0,0,0
Instance88,1943,37.0,0,0,0,0
Instance90,1933,48.0,0,0,0,0
Instance92,1939,38.0,0,0,0,0
Instance94,1910,77.0,0,0,0,0
Instance96,1925,37.0,0,0,0,0
Instance98,1950,25.0,0,0,0,0
Instance0,2187,37.0,0,0,0,0
Instance1,2268,51.0,0,0,0,0
Instance3,2182,66.0,0,0,0,0
Instance5,2236,35.0,1,0,0,0
Instance7,2271,39.0,0,0,0,0
Instance9,2232,42.0,0,0,0,0
Instance11,2218,28.0,0,0,0,0
Instance13,2227,32.0,0,0,0,0
Instance15,2197,43.0,0,0,0,0
Instance17,2270,52.0,0,0,0,0
Instance19,2248,39.0,0,0,0,0
Instance21,2188,48.0,0,0,0,0
Instance23,2226,36.0,0,0,0,0
Instance25,2248,49.0,0,0,0,0
Instance27,2249,53.0,0,0,0,0
Instance29,2224,35.0,0,0,0,0
Instance31,2249,49.0,0,0,0,0
Instance33,2230,53.0,0,0,0,0
Instance35,2243,33.0,0,0,0,0
Instance37,2242,68.0,0,0,0,0
Instance39,2230,43.0,0,0,0,0
Instance41,2233,37.0,0,0,0,0
Instance43,2201,27.0,0,0,0,0
Instance45,2213,37.0,0,0,0,0
Instance47,2232,73.0,1,0,0,0
Instance49,2265,31.0,0,0,0,0
Instance51,2262,105.0,0,0,0,0
Instance53,2265,39.0,0,0,0,0
Instance55,2219,40.0,0,0,0,0
Instance57,2231,41.0,0,0,0,0
Instance59,2214,27.0,0,0,0,0
Instance61,2254,28.0,0,0,0,0
Instance63,2229,38.0,0,0,0,0
Instance65,2209,41.0,0,0,0,0
Instance67,2251,42.0,0,0,0,0
Instance69,2249,35.0,0,0,0,0
Instance71,2218,37.0,0,0,0,0
Instance74,2241,31.0,0,0,0,0
Instance76,2226,28.0,0,0,0,0
Instance78,2257,29.0,0,0,0,0
Instance80,2289,37.0,0,0,0,0
Instance82,2248,41.0,0,0,0,0
Instance84,2288,28.0,0,0,0,0
Instance86,2247,45.0,0,0,0,0
Instance88,2286,29.0,0,0,0,0
Instance90,2240,29.0,0,0,0,0
Instance92,2230,31.0,0,0,0,0
Instance94,2199,52.0,0,0,0,0
Instance96,2231,40.0,0,0,0,0
Instance98,2277,31.0,0,0,0,0
Instance0,2542,48.0,1,0,0,0
Instance1,2533,33.0,0,0,0,0
Instance3,2643,28.0,0,0,0,0
Instance5,2618,41.0,0,0,0,0
Instance7,2601,48.0,0,0,0,0
Instance9,2584,39.0,0,0,0,0
Instance11,2613,69.0,1,0,0,0
Instance13,2581,29.0,0,0,0,0
Instance15,2628,31.0,0,0,0,0
Instance17,2532,44.0,0,0,0,0
Instance19,2594,51.0,0,0,0,0
Instance21,2534,28.0,0,0,0,0
Instance23,2541,30.0,0,0,0,0
Instance25,2602,96.0,2,0,0,0
Instance27,2639,40.0,0,0,0,0
Instance29,2571,60.0,0,0,0,0
Instance31,2506,38.0,0,0,0,0
Instance33,2546,29.0,0,0,0,0
Instance35,2593,53.0,0,0,0,0
Instance37,2523,28.0,0,0,0,0
Instance39,2598,132.0,0,0,0,0
Instance41,2570,34.0,0,0,0,0
Instance43,2592,33.0,0,0,0,0
Instance45,2537,39.0,0,0,0,0
Instance47,2550,29.0,0,0,0,0
Instance49,2564,39.0,0,0,0,0
Instance51,2572,39.0,0,0,0,0
Instance53,2493,39.0,0,0,0,0
Instance56,2581,32.0,0,0,0,0
Instance58,2571,48.0,0,0,0,0
Instance60,2587,70.0,0,0,0,0
Instance62,2561,46.0,0,0,0,0
Instance64,2565,32.0,0,0,0,0
Instance66,2561,41.0,0,0,0,0
Instance68,2594,39.0,2,0,0,0
Instance70,2642,110.0,0,0,0,0
Instance72,2507,45.0,0,0,0,0
Instance74,2522,39.0,1,0,0,0
Instance76,2600,43.0,1,0,0,0
Instance78,2608,60.0,0,0,0,0
Instance80,2622,50.0,0,0,0,0
Instance82,2579,31.0,1,0,0,0
Instance84,2571,66.0,0,0,0,0
Instance86,2561,43.0,0,0,0,0
Instance88,2516,164.0,0,0,0,0
Instance90,2573,111.0,0,0,0,0
Instance92,2604,73.0,0,0,0,0
Instance94,2552,31.0,1,0,0,0
Instance96,2560,37.0,2,0,0,0
Instance98,2659,196.0,0,0,0,0
Instance0,3087,105.0,6,0,0,0
Instance1,3078,58.0,3,0,0,0
Instance3,3023,205.0,3,0,0,0
Instance5,2975,61.0,7,0,0,0
Instance7,3163,49.0,3,0,0,0
Instance9,3055,35.0,5,0,0,0
Instance11,3190,36.0,3,0,0,0
Instance13,3071,39.0,7,0,0,0
Instance15,3126,33.0,4,0,0,0
Instance17,3071,36.0,5,0,0,0
Instance19,3144,31.0,2,0,0,0
Instance21,3121,74.0,7,0,0,0
Instance23,3152,54.0,2,0,0,0
Instance25,3143,38.0,3,0,0,0
Instance27,3126,38.0,6,0,0,0
Instance29,3059,55.0,1,0,0,0
Instance31,3044,38.0,7,0,0,0
Instance33,3089,48.0,4,0,0,0
Instance35,2984,32.0,2,0,0,0
Instance37,3060,65.0,1,0,0,0
Instance39,3057,39.0,2,0,0,0
Instance41,3145,44.0,1,0,0,0
Instance43,3065,52.0,3,0,0,0
Instance45,3059,37.0,2,0,0,0
Instance47,3119,32.0,5,0,0,0
Instance49,3128,63.0,3,0,0,0
Instance51,3129,42.0,4,0,0,0
Instance53,3054,43.0,2,0,0,0
Instance55,3138,40.0,2,0,0,0
Instance57,3045,53.0,3,0,0,0
Instance59,3099,53.0,1,0,0,0
Instance61,3171,44.0,2,0,0,0
Instance63,3079,55.0,3,0,0,0
Instance65,3115,49.0,5,0,0,0
Instance67,3178,29.0,1,0,0,0
Instance69,3173,33.0,3,0,0,0
Instance71,3052,37.0,3,0,0,0
Instance73,3062,45.0,3,0,0,0
Instance75,3112,33.0,2,0,0,0
Instance77,3060,34.0,3,0,0,0
Instance79,3088,42.0,5,0,0,0
Instance81,3044,33.0,4,0,0,0
Instance83,3033,45.0,2,0,0,0
Instance85,3124,35.0,4,0,0,0
Instance87,3100,98.0,5,0,0,0
Instance89,3135,45.0,6,0,0,0
Instance91,3106,40.0,3,0,0,0
Instance93,3079,47.0,3,0,0,0
Instance95,3038,52.0,6,0,0,0
Instance97,3108,34.0,3,0,0,0
Instance0,3575,73.0,19,0,0,0
Instance1,3507,38.0,18,0,0,0
Instance3,3617,34.0,28,0,0,0
Instance5,3500,43.0,24,0,0,0
Instance7,3603,37.0,24,0,0,0
Instance9,3579,84.0,16,0,0,0
Instance11,3593,34.0,18,0,0,0
Instance13,3455,116.0,40,0,0,0
Instance15,3529,40.0,17,0,0,0
Instance17,3712,36.0,20,0,0,0
Instance19,3567,44.0,18,0,0,0
Instance21,3533,31.0,16,0,0,0
Instance23,3641,61.0,26,0,0,0
Instance25,3443,48.0,22,0,0,0
Instance27,3532,44.0,20,0,0,0
Instance29,3612,56.0,18,0,0,0
Instance31,3514,49.0,28,0,0,0
Instance33,3524,39.0,29,0,0,0
Instance36,3526,34.0,26,0,0,0
Instance38,3549,43.0,23,0,0,0
Instance40,3542,43.0,18,0,0,0
Instance42,3593,51.0,18,0,0,0
Instance44,3668,49.0,15,0,0,0
Instance46,3632,54.0,23,0,0,0
Instance48,3615,49.0,17,0,0,0
Instance50,3666,48.0,15,0,0,0
Instance52,3558,40.0,23,0,0,0
Instance54,3561,45.0,21,0,0,0
Instance56,3604,40.0,28,0,0,0
Instance58,3515,63.0,20,0,0,0
Instance60,3555,38.0,13,0,0,0
Instance62,3539,64.0,16,0,0,0
Instance64,3608,33.0,26,0,0,0
Instance66,3655,56.0,17,0,0,0
Instance68,3521,58.0,21,0,0,0
Instance70,3583,34.0,16,0,0,0
Instance72,3570,49.0,24,0,0,0
Instance74,3634,42.0,19,0,0,0
Instance76,3578,35.0,30,0,0,0
Instance78,3595,32.0,27,0,0,0
Instance80,3547,63.0,24,0,0,0
Instance82,3585,42.0,26,0,0,0
Instance84,3596,60.0,10,0,0,0
Instance86,3676,38.0,13,0,0,0
Instance88,3543,60.0,18,0,0,0
Instance90,3635,56.0,14,0,0,0
Instance92,3556,65.0,28,0,0,0
Instance94,3504,255.0,21,0,0,0
Instance96,3588,151.0,21,0,0,0
Instance98,3694,44.0,23,0,0,0
Instance0,3045,209.0,80,0,0,2147483647
Domain wipe-out of variable V18. No solution to CSP.
Instance2,1853,38.0,74,0,0,2147483647
Instance4,3557,33.0,97,0,-2032664576,5
Instance6,3571,48.0,88,0,0,6
Domain wipe-out of variable V25. No solution to CSP.
Instance8,2707,42.0,84,0,0,2147483647
Instance10,3701,42.0,89,0,-880803840,2
Instance12,3976,44.0,67,0,629145600,1
Domain wipe-out of variable V30. No solution to CSP.
Instance14,3750,73.0,88,0,0,2147483647
Domain wipe-out of variable V21. No solution to CSP.
Instance16,1954,57.0,84,0,0,2147483647
Instance18,3556,37.0,98,0,-2100297728,7
Domain wipe-out of variable V12. No solution to CSP.
Instance20,1401,55.0,42,0,0,2147483647
Domain wipe-out of variable V21. No solution to CSP.
Instance22,2135,58.0,89,0,0,2147483647
Domain wipe-out of variable V29. No solution to CSP.
Instance24,3154,44.0,107,0,0,2147483647
Domain wipe-out of variable V22. No solution to CSP.
Instance26,2325,50.0,97,0,0,2147483647
Domain wipe-out of variable V30. No solution to CSP.
Instance28,3328,50.0,96,0,0,2147483647
Domain wipe-out of variable V26. No solution to CSP.
Instance30,3060,52.0,87,0,0,2147483647
Domain wipe-out of variable V11. No solution to CSP.
Instance32,1299,136.0,38,0,0,2147483647
Domain wipe-out of variable V27. No solution to CSP.
Instance34,3054,61.0,85,0,0,2147483647
Domain wipe-out of variable V20. No solution to CSP.
Instance36,2300,60.0,68,0,0,2147483647
Domain wipe-out of variable V31. No solution to CSP.
Instance38,3731,76.0,96,0,0,2147483647
Instance40,3528,58.0,103,0,-2147483648,6
Instance42,3670,39.0,93,0,503316480,5
Domain wipe-out of variable V20. No solution to CSP.
Instance45,2436,37.0,74,0,0,2147483647
Domain wipe-out of variable V29. No solution to CSP.
Instance47,3272,56.0,101,0,0,2147483647
Domain wipe-out of variable V16. No solution to CSP.
Instance49,1577,31.0,70,0,0,2147483647
Domain wipe-out of variable V31. No solution to CSP.
Instance51,3323,38.0,122,0,0,2147483647
Domain wipe-out of variable V27. No solution to CSP.
Instance53,3238,44.0,74,0,0,2147483647
Domain wipe-out of variable V27. No solution to CSP.
Instance55,2653,37.0,99,0,0,2147483647
Instance57,3598,36.0,85,0,-1610612736,4
Instance59,3772,32.0,90,0,513802240,6
Domain wipe-out of variable V24. No solution to CSP.
Instance61,2736,52.0,72,0,0,2147483647
Domain wipe-out of variable V19. No solution to CSP.
Instance63,2475,34.0,67,0,0,2147483647
Domain wipe-out of variable V22. No solution to CSP.
Instance65,2320,36.0,87,0,0,2147483647
Domain wipe-out of variable V28. No solution to CSP.
Instance67,2935,69.0,92,0,0,2147483647
