3q-conflict,LX,34,18,6,0.0,34,18,6,0.0,0,Q1,Q2,Q3,
3q-conflict,LD,34,18,6,1.0,34,18,6,1.0,0,Q1,Q2,Q3,
3q-conflict,DEG,34,18,6,0.0,34,18,6,0.0,0,Q1,Q2,Q3,
3q-conflict,DD,34,18,6,1.0,34,18,6,1.0,0,Q1,Q2,Q3,
3q-intension,LX,34,18,6,4.0,34,18,6,4.0,0,V0,V1,V2,
3q-intension,LD,34,18,6,3.0,34,18,6,3.0,0,V0,V1,V2,
3q-intension,DEG,34,18,6,3.0,34,18,6,3.0,0,V0,V1,V2,
3q-intension,DD,34,18,6,3.0,34,18,6,3.0,0,V0,V1,V2,
4q-conflicts,LX,72,26,4,0.0,168,60,15,33.0,2,V0,V1,V2,V3,
4q-conflicts,LD,72,26,4,0.0,168,60,15,35.0,2,V0,V1,V2,V3,
4q-conflicts,DEG,72,26,4,1.0,168,60,15,32.0,2,V0,V1,V2,V3,
4q-conflicts,DD,72,26,4,1.0,168,60,15,31.0,2,V0,V1,V2,V3,
4q-supports,LX,12,4,0,1.0,148,33,6,35.0,20,V0,V1,V2,V3,
4q-supports,LD,12,4,0,0.0,148,33,6,31.0,20,V0,V1,V2,V3,
4q-supports,DEG,12,4,0,0.0,148,33,6,36.0,20,V0,V1,V2,V3,
4q-supports,DD,12,4,0,0.0,148,33,6,94.0,20,V0,V1,V2,V3,
5q-intension,LX,52,15,0,8.0,738,200,35,88.0,10,V0,V1,V2,V3,V4,
5q-intension,LD,52,15,0,5.0,738,200,35,56.0,10,V0,V1,V2,V3,V4,
5q-intension,DEG,52,15,0,9.0,738,200,35,81.0,10,V0,V1,V2,V3,V4,
5q-intension,DD,52,15,0,5.0,738,200,35,57.0,10,V0,V1,V2,V3,V4,
6q-conflicts,LX,668,161,21,3.0,3650,810,123,38.0,4,Q1,Q2,Q3,Q4,Q5,Q6,
6q-conflicts,LD,668,161,21,2.0,3650,810,123,36.0,4,Q1,Q2,Q3,Q4,Q5,Q6,
6q-conflicts,DEG,668,161,21,2.0,3650,810,123,36.0,4,Q1,Q2,Q3,Q4,Q5,Q6,
6q-conflicts,DD,668,161,21,2.0,3650,810,123,38.0,4,Q1,Q2,Q3,Q4,Q5,Q6,
6q-intension,LX,668,161,21,50.0,3650,810,123,146.0,4,V0,V1,V2,V3,V4,V5,
6q-intension,LD,668,161,21,36.0,3650,810,123,122.0,4,V0,V1,V2,V3,V4,V5,
6q-intension,DEG,668,161,21,38.0,3650,810,123,132.0,4,V0,V1,V2,V3,V4,V5,
6q-intension,DD,668,161,21,37.0,3650,810,123,142.0,4,V0,V1,V2,V3,V4,V5,
Instance0,LX,2331416,320154,25563,1880.0,3424793,474319,37818,2394.0,7,V0,V1,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V2,V3,V4,V5,V6,V7,V8,V9,
Instance0,LD,6084756,707446,58506,3496.0,8490325,986546,80582,4766.0,3,V0,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,
Instance0,DEG,165208442,17433844,1375140,79569.0,821973648,86134197,6763650,388109.0,12,V10,V7,V3,V6,V11,V9,V0,V8,V15,V18,V1,V2,V4,V13,V14,V17,V5,V19,V12,V16,
Instance0,DD,484735,69092,5896,316.0,706763,100693,8432,502.0,12,V0,V1,V2,V4,V5,V8,V9,V12,V13,V14,V15,V16,V17,V18,V19,V3,V6,V7,V11,V10,
orderchain,LX,148,54,11,1.0,168,60,15,33.0,1,V1,V2,V3,V4,
orderchain,LD,148,54,11,1.0,168,60,15,29.0,1,V1,V2,V3,V4,
orderchain,DEG,302,101,22,1.0,444,144,35,32.0,1,V1,V4,V2,V3,
orderchain,DD,73,33,4,0.0,96,44,9,41.0,1,V2,V3,V1,V4,
ColAustralia-conflicts,LX,45,12,0,0.0,483,118,33,28.0,7,NSW,NT,Q,SA,T,V,WA,
ColAustralia-conflicts,LD,45,12,0,0.0,483,118,33,33.0,7,NSW,NT,Q,SA,T,V,WA,
ColAustralia-conflicts,DEG,47,11,0,0.0,2874,525,120,40.0,18,T,V,WA,NSW,NT,Q,SA,
ColAustralia-conflicts,DD,56,15,0,1.0,528,125,31,30.0,8,SA,T,NSW,NT,Q,V,WA,
ColAustralia-intension,LX,45,12,0,1.0,483,118,33,28.0,7,NewSouthWales,NorthernTerritory,Queensland,SouthAustralia,Tasmania,Victoria,WesternAustralia,
ColAustralia-intension,LD,45,12,0,1.0,483,118,33,27.0,7,NewSouthWales,NorthernTerritory,Queensland,SouthAustralia,Tasmania,Victoria,WesternAustralia,
ColAustralia-intension,DEG,47,11,0,1.0,2874,525,120,47.0,18,Tasmania,Victoria,WesternAustralia,NewSouthWales,NorthernTerritory,Queensland,SouthAustralia,
ColAustralia-intension,DD,56,15,0,1.0,528,125,31,38.0,8,SouthAustralia,Tasmania,NewSouthWales,NorthernTerritory,Queensland,Victoria,WesternAustralia,
mutexK4,LX,14,6,0,0.0,32,13,5,27.0,2,V1,V2,V3,V4,
mutexK4,LD,14,6,0,0.0,32,13,5,29.0,2,V1,V2,V3,V4,
mutexK4,DEG,14,6,0,0.0,32,13,5,40.0,2,V1,V2,V3,V4,
mutexK4,DD,14,6,0,0.0,32,13,5,36.0,2,V1,V2,V3,V4,
zebra,LX,948,72,0,6.0,321622,16306,1032,251.0,601,Chesterfield,England,Japan,Kool,LuckyStripe,Norway,OldGold,Parliment,Spain,Ukrane,blue,coffee,dog,fox,green,horse,ivory,milk,oj,red,snail,tea,water,yellow,zebra,
zebra,LD,1058,73,0,7.0,166312,6465,1238,175.0,720,Norway,England,Japan,Spain,Ukrane,blue,red,green,yellow,ivory,coffee,tea,oj,milk,water,horse,snail,zebra,fox,dog,Chesterfield,Parliment,LuckyStripe,Kool,OldGold,
zebra,DEG,988,74,0,26.0,173974,7821,1032,305.0,601,milk,water,zebra,Norway,England,Japan,Spain,Ukrane,blue,red,yellow,ivory,coffee,tea,oj,horse,snail,fox,dog,Chesterfield,Parliment,LuckyStripe,OldGold,green,Kool,
zebra,DD,989,71,0,9.0,136069,6740,1073,165.0,624,green,Kool,Norway,England,Japan,Spain,Ukrane,blue,red,yellow,ivory,coffee,tea,oj,milk,water,horse,snail,zebra,fox,dog,Chesterfield,Parliment,LuckyStripe,OldGold,
zebra-intension-binary,LX,73139,6504,481,233.0,10980047,906026,74274,15822.0,632,V0,V1,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V2,V20,V21,V22,V23,V24,V3,V4,V5,V6,V7,V8,V9,
zebra-intension-binary,LD,1463,119,6,16.0,2361662,189930,24782,3694.0,1188,V0,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,
zebra-intension-binary,DEG,1046462,86325,8954,2069.0,260781770,21193490,2374852,406781.0,829,V16,V21,V24,V1,V2,V3,V4,V5,V7,V8,V9,V10,V11,V12,V13,V14,V15,V17,V18,V19,V20,V22,V23,V0,V6,
zebra-intension-binary,DD,1471,131,9,16.0,2346329,187943,24484,3435.0,1188,V0,V6,V1,V2,V3,V4,V5,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,
zebra-supports,LX,363,25,0,7.0,2535,151,7,48.0,30,Chesterfield,England,Japan,Kool,LuckyStripe,Norway,OldGold,Parliment,Spain,Ukrane,blue,coffee,dog,fox,green,horse,ivory,milk,oj,red,snail,tea,water,yellow,zebra,
zebra-supports,LD,363,25,0,11.0,2560,151,7,50.0,30,Norway,England,Japan,Spain,Ukrane,blue,red,green,yellow,ivory,coffee,tea,oj,milk,water,horse,snail,zebra,fox,dog,Chesterfield,Parliment,LuckyStripe,Kool,OldGold,
zebra-supports,DEG,363,25,0,4.0,2585,151,7,38.0,30,milk,water,zebra,Norway,England,Japan,Spain,Ukrane,blue,red,yellow,ivory,coffee,tea,oj,horse,snail,fox,dog,Chesterfield,Parliment,LuckyStripe,OldGold,green,Kool,
zebra-supports,DD,363,25,0,3.0,2559,151,7,66.0,30,green,Kool,Norway,England,Japan,Spain,Ukrane,blue,red,yellow,ivory,coffee,tea,oj,milk,water,horse,snail,zebra,fox,dog,Chesterfield,Parliment,LuckyStripe,OldGold,
